title_key,id,title_ja,title_en,author,year,status,demographic,source_file,source_index
文豪ストレイドッグス,bungo_stray_dogs,文豪ストレイドッグス,Bungo Stray Dogs,"Asagiri, Kafka/Harukawa35",2012,ongoing,seinen,src/data/coreDB_extra2.js,458
光が死んだ夏,the_summer_hikaru_died,光が死んだ夏,The Summer Hikaru Died,Mokumokuren,2021,ongoing,seinen,src/data/coreDB_extra2.js,460
ミステリと言う勿れ,don_t_call_it_mystery,ミステリと言う勿れ,Don't Call It Mystery,"Tamura, Yumi",2017,ongoing,josei,src/data/coreDB_extra2.js,467
xxxholic戻,xxxholic_rei,xxxHOLiC・戻,xxxHOLiC Rei,CLAMP,2013,ongoing,seinen,src/data/coreDB_extra2.js,473
氷菓,hyouka,氷菓,Hyouka,"Yonezawa, Honobu/Ohna, Task",2012,ongoing,shonen,src/data/coreDB_extra2.js,480
この音とまれ,kono_oto_tomare,この音とまれ！,Kono Oto Tomare!,"Sakura, Amyuu",2012,ongoing,shonen,src/data/coreDB_extra2.js,481
shioriexperience～ジミなわたしとヘンなおじさん～,shiori_experience_jimi_na_watashi_to_hen_na_ojisan,SHIORI EXPERIENCE ～ジミなわたしとヘンなおじさん～,Shiori Experience: Jimi na Watashi to Hen na Ojisan,"Osada, Yu-Ko/Machida, Kazuya",2013,ongoing,seinen,src/data/coreDB_extra2.js,487
気になってる人が男じゃなかった,the_guy_she_was_interested_in_wasn_t_a_guy_at_all,気になってる人が男じゃなかった,The Guy She Was Interested in Wasn't a Guy at All,"Arai, Sumiko",2023,ongoing,seinen,src/data/coreDB_extra2.js,493
ご注文はうさぎですか,is_the_order_a_rabbit,ご注文はうさぎですか?,Is the Order a Rabbit?,Koi,2011,ongoing,seinen,src/data/coreDB_extra2.js,496
ぼっちざろっく,bocchi_the_rock,ぼっち・ざ・ろっく!,Bocchi the Rock!,"Hamaji, Aki",2017,ongoing,seinen,src/data/coreDB_extra2.js,498
あかね噺,akane_banashi,あかね噺,Akane-banashi,"Moue, Takamasa/Suenaga, Yuuki",2022,ongoing,shonen,src/data/coreDB_extra2.js,503
30歳まで童貞だと魔法使いになれるらしい,cherry_magic_thirty_years_of_virginity_can_make_you_a_wizard,30歳まで童貞だと魔法使いになれるらしい,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,"Toyota, Yuu",2018,ongoing,seinen,src/data/coreDB_extra2.js,505
カメレオンはてのひらに恋をする。,love_in_the_palm_of_his_hand,カメレオンはてのひらに恋をする。,Love in the Palm of His Hand,"Rin, Teku",2023,ongoing,seinen,src/data/coreDB_extra2.js,507
ラブバレット,love_bullet,ラブ・バレット,Love Bullet,inee,2023,ongoing,seinen,src/data/coreDB_extra2.js,514
ラブバレット,love_bullet_x,ラブ・バレット,Love Bullet,inee,2023,ongoing,seinen,src/data/coreDB_extra2.js,515
囀る鳥は羽ばたかない,twittering_birds_never_fly,囀る鳥は羽ばたかない,Twittering Birds Never Fly,"Yoneda, Kou",2011,ongoing,seinen,src/data/coreDB_extra2.js,518
ファインダシリズ,finder_series,ファインダーシリーズ,Finder Series,"Yamane, Ayano",2001,ongoing,seinen,src/data/coreDB_extra2.js,527
フルナイト,fool_night,フールナイト,Fool Night,"Yasuda, Kasumi",2020,ongoing,seinen,src/data/coreDB_extra2.js,532
뮤즈온유명,muse_on_fame,뮤즈 온 유명,Muse on Fame,Sujin,2022,completed,web,src/data/coreDB_extra2.js,537
神様のウロコ,the_dragon_s_betrothed,神様のウロコ,The Dragon's Betrothed,"Hinohara, Meguru",2016,ongoing,seinen,src/data/coreDB_extra2.js,540
純情ロマンチカ,junjo_romantica,純情ロマンチカ,Junjo Romantica,"Nakamura, Shungiku",2002,ongoing,seinen,src/data/coreDB_extra2.js,542
angelbeatsthelastoperation,angel_beats_the_last_operation,Angel Beats! -The Last Operation-,Angel Beats!: The Last Operation,"Maeda, Jun/Asami, Yuriko",2017,ongoing,seinen,src/data/coreDB_extra2.js,543
極主夫道,the_way_of_the_househusband,極主夫道,The Way of the Househusband,"Oono, Kousuke",2018,ongoing,seinen,src/data/coreDB_extra2.js,545
녹색전상,under_the_greenlight,녹색전상,Under the Greenlight,Jaxx,2021,completed,web,src/data/coreDB_extra2.js,547
ファイブスタ物語,the_five_star_stories,ファイブスター物語,The Five Star Stories,"Nagano, Mamoru",1986,ongoing,seinen,src/data/coreDB_extra2.js,559
역대급영지설계사,the_greatest_estate_developer,역대급 영지 설계사,The Greatest Estate Developer,"Moon, Back-kyung/Kim, Hyunsoo",2021,completed,web,src/data/coreDB_extra2.js,571
엄마를만나러가는길,on_the_way_to_meet_mom,엄마를 만나러 가는 길,On the Way to Meet Mom,Gomyang,2024,ongoing,web,src/data/coreDB_extra2.js,572
집이없어,no_home,집이 없어,No Home,Wanan,2018,completed,web,src/data/coreDB_extra2.js,573
내최애는막차를탄다,my_bias_gets_on_the_last_train,내 최애는 막차를 탄다,My Bias Gets on the Last Train,Jixksee,2024,ongoing,web,src/data/coreDB_extra2.js,574
해뜨는집,our_sunny_days,해 뜨는 집,Our Sunny Days,"Jung, Seokchan",2023,ongoing,web,src/data/coreDB_extra2.js,576
북검전기,the_legend_of_the_northern_blade,북검전기,The Legend of the Northern Blade,"Woogack/Hae, Min",2019,completed,web,src/data/coreDB_extra2.js,578
南号尚风,nan_hao_shang_feng,南号尚风,Nan Hao Shang Feng,Brownie,2021,ongoing,web,src/data/coreDB_extra2.js,579
19天,one_nine_tian,19天,19 Tian,Old Xian,2018,ongoing,web,src/data/coreDB_extra2.js,580
원룸조교님,one_room_ta,원룸 조교님,One-Room TA,Jibung,2022,ongoing,web,src/data/coreDB_extra2.js,581
세기말풋사과보습학원,after_school_lessons_for_unripe_apples,세기말 풋사과 보습학원,After School Lessons for Unripe Apples,Soonkki,2020,ongoing,web,src/data/coreDB_extra2.js,582
일렉시드,eleceed,일렉시드,Eleceed,"Kim, Hye-Jin/Son, Jae-Ho",2018,ongoing,web,src/data/coreDB_extra2.js,583
악역의엔딩은죽음뿐,villains_are_destined_to_die,악역의 엔딩은 죽음뿐,Villains Are Destined to Die,"Gwon, Gyeoeul/SUOL",2020,ongoing,web,src/data/coreDB_extra2.js,584
어느날공주가되어버렸다,who_made_me_a_princess,어느 날 공주가 되어버렸다,Who Made Me a Princess,Plutus/Spoon,2017,completed,web,src/data/coreDB_extra2.js,585
hereuare,here_u_are,Here U Are,Here U Are,D Jun,2017,completed,web,src/data/coreDB_extra2.js,586
클라우드,lost_in_the_cloud,클라우드,Lost in the Cloud,"Kim, Pas",2020,completed,web,src/data/coreDB_extra2.js,587
화산귀환,return_of_the_blossoming_blade,화산귀환,Return of the Blossoming Blade,LICO/Biga,2021,ongoing,web,src/data/coreDB_extra2.js,588
해후,reunion,해후,Reunion,Lee Coin/Deulsum,2022,completed,web,src/data/coreDB_extra2.js,593
낮에뜨는별,daytime_star,낮에 뜨는 별,Daytime Star,Chae-eun/Godago,2021,completed,web,src/data/coreDB_extra2.js,594
괴력난신,myst_might_mayhem,괴력 난신,"Myst, Might, Mayhem","Kim, Tae-Hyung/Hanjung Wolya",2024,ongoing,web,src/data/coreDB_extra2.js,595
"저무는해,시린눈",the_spark_in_your_eyes,"저무는 해, 시린 눈",The Spark in Your Eyes,Muro,2020,completed,web,src/data/coreDB_extra2.js,597
아카데미에서살아남기,the_extra_s_academy_survival_guide,아카데미에서 살아남기,The Extra's Academy Survival Guide,Green Kyrin/Korita,2023,ongoing,web,src/data/coreDB_extra2.js,599
디파인더릴레이션십,define_the_relationship,디파인 더 릴레이션십,Define the Relationship,Flona/Chada,2021,completed,web,src/data/coreDB_extra2.js,600
오단군,legend_of_dangun,오!단군,Legend of Dangun,"Noh, Miyoung/Lee, Gyuntak",2024,ongoing,web,src/data/coreDB_extra3.js,1
무한의마법사,the_infinite_mage,무한의 마법사,The Infinite Mage,"Themis/Kim, Chiwoo",2022,ongoing,web,src/data/coreDB_extra3.js,9
트레이스,trace,트레이스,Trace,"Go, Yeong-Hun",2007,completed,web,src/data/coreDB_extra3.js,10
アフタゴッド,after_god,アフターゴッド,After God,"Eno, Sumi",2021,ongoing,seinen,src/data/coreDB_extra3.js,12
蜘蛛ですが、なにか,so_i_m_a_spider_so_what,蜘蛛ですが、なにか？,"So I'm a Spider, So What?","Kakashi, Asahiro/Baba, Okina",2015,ongoing,seinen,src/data/coreDB_extra3.js,17
아비무쌍,father_unrivaled,아비무쌍,"Father, Unrivaled","Lee, Hyunseok/No, Kyoungchan",2017,completed,web,src/data/coreDB_extra3.js,19
이계검왕생존기,latna_saga_survival_of_a_sword_king,이계 검왕 생존기,Latna Saga: Survival of a Sword King,"Yim, Kyung-bae/Kwon, Soonkyu",2019,ongoing,web,src/data/coreDB_extra3.js,20
ダンジョンに出会いを求めるのは間違っているだろうか外伝ソドオラトリア,is_it_wrong_to_try_to_pick_up_girls_in_a_dungeon_sword_oratoria,ダンジョンに出会いを求めるのは間違っているだろうか外伝 ソード・オラトリア,Is It Wrong to Try to Pick Up Girls in a Dungeon? Sword Oratoria,"Omori, Fujino/Yagi, Takashi",2014,ongoing,shonen,src/data/coreDB_extra3.js,21
パンプキンシザズ,pumpkin_scissors,パンプキン シザーズ,Pumpkin Scissors,"Iwanaga, Ryoutarou",2002,ongoing,shonen,src/data/coreDB_extra3.js,22
엔딩메이커,ending_maker,엔딩메이커,Ending Maker,Chwiryong/Does,2022,ongoing,web,src/data/coreDB_extra3.js,23
검술명가막내아들,the_swordmaster_s_son,검술명가 막내아들,The Swordmaster's Son,"Hwangje Penguin/Lee, Jewon",2022,ongoing,web,src/data/coreDB_extra3.js,24
잔불의기사,the_ember_knight,잔불의 기사,The Ember Knight,Hwandaeng,2021,ongoing,web,src/data/coreDB_extra3.js,25
つぐもも,tsugumomo,つぐもも,Tsugumomo,"Hamada, Yoshikadu",2007,ongoing,seinen,src/data/coreDB_extra3.js,29
斗罗大陆ii绝世唐门,douluo_dalu_ii_jueshi_tangmen,斗罗大陆 II: 绝世唐门,Douluo Dalu II: Jueshi Tangmen,Tang Jia San Shao,2012,ongoing,web,src/data/coreDB_extra3.js,33
テンカイチ日本最強武芸者決定戦,tenkaichi_the_greatest_warrior_under_the_rising_sun,テンカイチ 日本最強武芸者決定戦,Tenkaichi: The Greatest Warrior Under the Rising Sun,"Nakamaru, Yousuke/Azuma, Kyoutarou",2021,ongoing,seinen,src/data/coreDB_extra3.js,35
クレバテス魔獣の王と赤子と屍の勇者,clevatess_the_king_of_dark_beasts_the_baby_and_the_undead_hero,クレバテス-魔獣の王と赤子と屍の勇者-,"Clevatess: The King of Dark Beasts, the Baby, and the Undead Hero","Iwahara, Yuji",2020,ongoing,seinen,src/data/coreDB_extra3.js,43
빌어먹을환생,my_blasted_reincarnated_life,빌어먹을 환생,My Blasted Reincarnated Life,"Park, Jeongyeol/Mongma",2022,ongoing,web,src/data/coreDB_extra3.js,44
시간이머문집,the_house_without_time,시간이 머문 집,The House Without Time,Hego,2020,ongoing,web,src/data/coreDB_extra3.js,48
무림서부,martial_wild_west,무림서부,Martial Wild West,"Cup Ramyeon./Jeong, Hangil",2022,ongoing,web,src/data/coreDB_extra3.js,49
終わりのセラフ,seraph_of_the_end_vampire_reign,終わりのセラフ,Seraph of the End: Vampire Reign,"Yamamoto, Yamato/Kagami, Takaya",2012,ongoing,shonen,src/data/coreDB_extra3.js,52
ソドアトオンラインreaincrad,sword_art_online_re_aincrad,ソードアート・オンライン Re:Aincrad,Sword Art Online Re:Aincrad,"Kawahara, Reki/Kimi",2021,ongoing,seinen,src/data/coreDB_extra3.js,54
黄泉のツガイ,daemons_of_the_shadow_realm,黄泉のツガイ,Daemons of the Shadow Realm,"Arakawa, Hiromu",2021,ongoing,shonen,src/data/coreDB_extra3.js,56
만렙플레이어의100번째회귀,the_one_zero_zero_th_regression_of_the_max_level_player,만렙 플레이어의 100번째 회귀,The 100th Regression of the Max-Level Player,King Soda/Duckf,2023,ongoing,web,src/data/coreDB_extra3.js,57
レイン,rain,レイン,Rain,"Yoshino, Takumi/Sumikawa, Megumi",2008,ongoing,shonen,src/data/coreDB_extra3.js,59
ゴブリンスレイヤ,goblin_slayer,ゴブリンスレイヤー,Goblin Slayer,"Kurose, Kousuke/Kagyuu, Kumo",2016,ongoing,seinen,src/data/coreDB_extra3.js,60
鉄拳チンミlegends,tekken_chinmi_legends,鉄拳チンミLegends,Tekken Chinmi Legends,"Maekawa, Takeshi",2007,ongoing,shonen,src/data/coreDB_extra3.js,61
위치헌터,witch_buster,위치헌터,Witch Buster,"Jung-man, CHO",2006,ongoing,web,src/data/coreDB_extra3.js,62
運命の人に出会う話,how_i_met_my_soulmate,運命の人に出会う話,How I Met My Soulmate,Anashin,2021,ongoing,shojo,src/data/coreDB_extra3.js,68
うるわしの宵の月,in_the_clear_moonlit_dusk,うるわしの宵の月,In the Clear Moonlit Dusk,"Yamamori, Mika",2020,ongoing,shojo,src/data/coreDB_extra3.js,69
むせるくらいの愛をあげる,choking_on_love,むせるくらいの愛をあげる,Choking on Love,"Iwashita, Keiko",2022,ongoing,shojo,src/data/coreDB_extra3.js,72
とらドラ,toradora,とらドラ!,Toradora!,"Takemiya, Yuyuko/Zekkyou",2007,ongoing,seinen,src/data/coreDB_extra3.js,74
刻どキ,tokidoki,刻どキ,Tokidoki,"Komi, Naoshi",2016,completed,shonen,src/data/coreDB_extra3.js,99
君のことが大大大大大好きな100人の彼女,the_one_zero_zero_girlfriends_who_really_really_really_really_really_love_you,君のことが大大大大大好きな100人の彼女,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You","Nozawa, Yukiko/Nakamura, Rikito",2019,ongoing,seinen,src/data/coreDB_extra3.js,110
となりの猫と恋知らず,learning_to_love_my_cat_like_classmate,となりの猫と恋知らず,Learning to Love My Cat-like Classmate,Akinoko,2024,ongoing,seinen,src/data/coreDB_extra3.js,116
夫婦以上、恋人未満。,more_than_a_married_couple_but_not_lovers,夫婦以上、恋人未満。,"More Than a Married Couple, but Not Lovers","Kanamaru, Yuuki",2018,ongoing,seinen,src/data/coreDB_extra3.js,128
체크메이트,checkmate,체크 메이트,Checkmate,Tan,2020,completed,web,src/data/coreDB_extra3.js,134
양일우와나,yang_ilwoo_and_me,양일우와 나,Yang Ilwoo and Me,"Park, Nodeok",2025,ongoing,web,src/data/coreDB_extra3.js,136
ぜんぶ壊して地獄で愛して,if_that_s_love_break_it,ぜんぶ壊して地獄で愛して,"If That's Love, Break It.","Kuwabara, Tamotsu",2023,ongoing,seinen,src/data/coreDB_extra3.js,137
귀전구담,ghost_teller,귀전구담,Ghost Teller,QTT,2017,completed,web,src/data/coreDB_extra3.js,138
見える子ちゃん,mieruko_chan,見える子ちゃん,Mieruko-chan,"Izumi, Tomoki",2018,ongoing,seinen,src/data/coreDB_extra3.js,140
그레이스길들이기,getting_to_know_grace,그레이스 길들이기,Getting to Know Grace,Mockma/Seorim,2019,completed,web,src/data/coreDB_extra3.js,145
大ダク,dai_dark,大ダーク,Dai Dark,"Hayashida, Q",2019,ongoing,shonen,src/data/coreDB_extra3.js,146
mad,mad,MAD,MAD,"Ootori, Yuusuke",2024,ongoing,shonen,src/data/coreDB_extra3.js,157
ケントゥリア,centuria,ケントゥリア,Centuria,"Kuramori, Tooru",2024,ongoing,shonen,src/data/coreDB_extra3.js,164
놀이감,plaything,놀이감,Plaything,Q Boi,2024,ongoing,web,src/data/coreDB_extra3.js,168
空の境界thegardenofsinners,kara_no_kyoukai_the_garden_of_sinners,空の境界 the Garden of sinners,Kara no Kyoukai: The Garden of Sinners,"Nasu, Kinoko/Tenkuu, Sphere",2010,ongoing,seinen,src/data/coreDB_extra3.js,169
きみは四葉のクロバ,you_are_a_four_leaf_clover,きみは四葉のクローバー,You Are a Four Leaf Clover,Koushi,2024,ongoing,shonen,src/data/coreDB_extra3.js,174
転生してハイエルフになりましたが、スロライフは120年で飽きました,high_elf_with_a_long_life,転生してハイエルフになりましたが、スローライフは120年で飽きました,High Elf with a Long Life,"Narita, Koh/Rarutori",2021,ongoing,seinen,src/data/coreDB_extra3.js,177
ノラガミ拾遺集,noragami_stray_stories,ノラガミ 拾遺集,Noragami: Stray Stories,Adachitoka,2011,completed,shonen,src/data/coreDB_extra3.js,179
魔男のイチ,ichi_the_witch,魔男のイチ,Ichi the Witch,"Nishi, Osamu/Usazaki, Shiro",2024,ongoing,shonen,src/data/coreDB_extra3.js,181
異世界の沙汰は社畜次第,the_other_world_s_books_depend_on_the_bean_counter,異世界の沙汰は社畜次第,The Other World's Books Depend on the Bean Counter,"Irodori, Kazuki/Yatsuki, Wakatsu",2020,ongoing,seinen,src/data/coreDB_extra3.js,182
私の推しは悪役令嬢。,i_m_in_love_with_the_villainess,私の推しは悪役令嬢。,I'm in Love with the Villainess,"Aono, Sumio/Inori.",2020,ongoing,seinen,src/data/coreDB_extra3.js,185
후궁공략,concubine_walkthrough,후궁공략,Concubine Walkthrough,Bongbong,2020,completed,web,src/data/coreDB_extra3.js,187
악녀라서편하고좋은데요,the_perks_of_being_a_villainess,악녀라서 편하고 좋은데요?,The Perks of Being a Villainess,"Mang, Gokim/Yoteh",2022,ongoing,web,src/data/coreDB_extra3.js,188
異世界おじさん,uncle_from_another_world,異世界おじさん,Uncle from Another World,Hotondo Shindeiru,2018,ongoing,seinen,src/data/coreDB_extra3.js,189
묘령의황자,mystic_prince,묘령의 황자,Mystic Prince,Aheuredal,2021,completed,web,src/data/coreDB_extra3.js,192
빙의자를위한특혜,the_perks_of_being_an_s_class_heroine,빙의자를 위한 특혜,The Perks of Being an S-Class Heroine,Irinbi/Grrr,2022,ongoing,web,src/data/coreDB_extra3.js,193
無職転生～異世界行ったら本気だす～失意の魔術師編,mushoku_tensei_isekai_ittara_honki_dasu_shitsui_no_majutsushi_hen,無職転生 ～異世界行ったら本気だす～ 失意の魔術師編,Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,"Yoneda, Kazusa/Rifujin na Magonote",2021,ongoing,seinen,src/data/coreDB_extra3.js,194
本好きの下剋上～司書になるためには手段を選んでいられません～第三部領地に本を広げよう,ascendance_of_a_bookworm_i_ll_do_anything_to_become_a_librarian_part_three_let_s_spread_books_through_the_duchy,本好きの下剋上～司書になるためには手段を選んでいられません～第三部 領地に本を広げよう!,Ascendance of a Bookworm: I'll Do Anything to Become a Librarian! Part 3 - Let's Spread Books Through the Duchy!,"Kazuki, Miya/Namino, Ryou",2018,ongoing,seinen,src/data/coreDB_extra3.js,195
サイレントウィッチ沈黙の魔女の隠しごと,secrets_of_the_silent_witch,サイレント・ウィッチ 沈黙の魔女の隠しごと,Secrets of the Silent Witch,"Isora, Matsuri/Tana, Tobi",2021,ongoing,shojo,src/data/coreDB_extra3.js,198
星降る王国のニナ,nina_the_starry_bride,星降る王国のニナ,Nina the Starry Bride,Rikachi,2019,ongoing,josei,src/data/coreDB_extra3.js,200
勇者ご一行の帰り道,yuusha_goikkou_no_kaerimichi,勇者ご一行の帰り道,Yuusha Goikkou no Kaerimichi,"Hirano, Ryouji",2018,completed,shonen,src/data/coreDB_extra3.js,201
파도의포말,foam_of_the_sea,파도의 포말,Foam of the Sea,Ratte,2023,completed,web,src/data/coreDB_extra3.js,202
東方酔蝶華～ロタスイタ達の酔醒,the_lotus_eaters_drunk_and_sober,東方酔蝶華 ～ ロータスイーター達の酔醒,"The Lotus Eaters, Drunk and Sober",ZUN/Mizutaki,2019,ongoing,seinen,src/data/coreDB_extra3.js,203
妖怪学校の先生はじめました,a_terrified_teacher_at_ghoul_school,妖怪学校の先生はじめました!,A Terrified Teacher at Ghoul School!,"Tanaka, Mai",2014,ongoing,seinen,src/data/coreDB_extra3.js,204
尾守つみきと奇日常。,tsumiki_ogami_s_not_so_ordinary_life,尾守つみきと奇日常。,Tsumiki Ogami's Not-So-Ordinary Life,"Morishita, Miyu",2023,ongoing,shonen,src/data/coreDB_extra3.js,208
장르를바꿔보도록하겠습니다,the_villainess_flips_the_script,장르를 바꿔보도록 하겠습니다,The Villainess Flips the Script!,Ken/Garine,2021,completed,web,src/data/coreDB_extra3.js,209
アルスラン戦記,the_heroic_legend_of_arslan,アルスラーン戦記,The Heroic Legend of Arslan,"Arakawa, Hiromu/Tanaka, Yoshiki",2013,ongoing,shonen,src/data/coreDB_extra3.js,211
小林さんちのメイドラゴン,miss_kobayashi_s_dragon_maid,小林さんちのメイドラゴン,Miss Kobayashi's Dragon Maid,Cool-kyou Shinja,2013,ongoing,seinen,src/data/coreDB_extra3.js,212
fate/staynight［unlimitedbladeworks］,fate_stay_night_unlimited_blade_works,Fate/stay night［Unlimited Blade Works］,Fate/stay night: Unlimited Blade Works,"Moriyama, Daisuke/Type-Moon",2021,ongoing,seinen,src/data/coreDB_extra3.js,213
별정직공무원,special_civil_servant,별정직 공무원,Special Civil Servant,"Kwon, Sora/Seo, Jaewon",2024,ongoing,web,src/data/coreDB_extra3.js,214
borutoボルトtwobluevortex,boruto_two_blue_vortex,BORUTO-ボルト- -TWO BLUE VORTEX-,Boruto: Two Blue Vortex,"Kishimoto, Masashi/Ikemoto, Mikio",2023,ongoing,shonen,src/data/coreDB_extra3.js,215
高度に発達した医学は魔法と区別がつかない,the_isekai_doctor_any_sufficiently_advanced_medical_science_is_indistinguishable_from_magic,高度に発達した医学は魔法と区別がつかない,The Isekai Doctor: Any Sufficiently Advanced Medical Science Is Indistinguishable from Magic.,"Tsuda, Houkou/Takishita, Nobuhide",2021,ongoing,seinen,src/data/coreDB_extra3.js,216
엔딩후서브남을주웠다,happily_ever_afterwards,엔딩 후 서브남을 주웠다,Happily Ever Afterwards,"Jeongseo/Hwang, Dotol",2020,completed,web,src/data/coreDB_extra3.js,217
엔딩후서브남을주웠다,happily_ever_afterwards_x,엔딩 후 서브남을 주웠다,Happily Ever Afterwards,"Jeongseo/Hwang, Dotol",2020,completed,web,src/data/coreDB_extra3.js,218
월야화원,moonlight_garden,월야화원,Moonlight Garden,Kang Unnie/MissPM,2017,completed,web,src/data/coreDB_extra3.js,219
재혼황후,the_remarried_empress,재혼 황후,The Remarried Empress,Alphatart/Sumpul,2019,ongoing,web,src/data/coreDB_extra3.js,221
플레이어,player,플레이어,Player,"Park, Jongseok/Oh, Hyeonjun",2020,ongoing,web,src/data/coreDB_extra3.js,223
엄마가계약결혼했다,mother_s_contract_marriage,엄마가 계약결혼 했다,Mother's Contract Marriage,"Choo, Hae-Yun/Siya",2022,ongoing,web,src/data/coreDB_extra3.js,228
死に戻りの魔法学校生活を、元恋人とプロログから（※ただし好感度はゼロ）,re_living_my_life_with_a_boyfriend_who_doesn_t_remember_me,死に戻りの魔法学校生活を、元恋人とプロローグから（※ただし好感度はゼロ）,Re-Living My Life with a Boyfriend Who Doesn't Remember Me,"Shirakawa, Gin/Mutsuhana, Eiko",2022,ongoing,seinen,src/data/coreDB_extra3.js,230
결혼장사,marriage_of_convenience,결혼 장사,Marriage of Convenience,Ant Studio/Ken,2022,completed,web,src/data/coreDB_extra3.js,236
시월드가내게집착한다,my_in_laws_are_obsessed_with_me,시월드가 내게 집착한다,My In-Laws Are Obsessed with Me,"Han, Yoonseol/Seungu",2021,ongoing,web,src/data/coreDB_extra3.js,237
ルプ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,seven_th_time_loop_the_villainess_enjoys_a_carefree_life_married_to_her_worst_enemy,ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,"Kino, Hinoki/Amekawa, Touko",2020,ongoing,seinen,src/data/coreDB_extra3.js,243
배우로서살겠다,to_be_an_actor,배우로서 살겠다,To Be an Actor,Gogwang/Dusi,2022,completed,web,src/data/coreDB_extra3.js,244
상남자,a_man_s_man,상남자,A Man's Man,"Dogado/Kim, Taegung",2020,ongoing,web,src/data/coreDB_extra3.js,245
リビルドワルド,rebuild_world,リビルドワールド,Rebuild World,"Ayamura, Kirihito/Nahuse",2019,ongoing,seinen,src/data/coreDB_extra3.js,249
버닝이펙트,burning_effect,버닝 이펙트,Burning Effect,"Park, Taehyun",2017,completed,web,src/data/coreDB_extra3.js,251
인생존망,my_life_as_a_loser,인생존망,My Life as a Loser,"Park, Tae-Jun/Jeon, Seonwook",2019,completed,web,src/data/coreDB_extra3.js,256
ホタルの嫁入り,firefly_wedding,ホタルの嫁入り,Firefly Wedding,"Tachibana, Oreco",2023,completed,seinen,src/data/coreDB_extra3.js,264
アルテ,arte,アルテ,Arte,"Ookubo, Kei",2013,ongoing,seinen,src/data/coreDB_extra3.js,265
薬屋のひとりごと猫猫の後宮謎解き手帳,kusuriya_no_hitorigoto_maomao_no_koukyuu_nazotoki_techou,薬屋のひとりごと 猫猫の後宮謎解き手帳,Kusuriya no Hitorigoto: Maomao no Koukyuu Nazotoki Techou,"Hyuuga, Natsu/Kurata, Minoji",2017,ongoing,seinen,src/data/coreDB_extra3.js,266
艶漢,adekan,艶漢,Adekan,"Nao, Tsukiji",2007,ongoing,shojo,src/data/coreDB_extra3.js,267
눈에범이서리다,taming_the_tiger,눈에 범이 서리다,Taming the Tiger,Brothers Without a Tomorrow,2021,completed,web,src/data/coreDB_extra3.js,273
온어리시,on_a_leash,온 어 리시,On a Leash,Aji,2017,completed,web,src/data/coreDB_extra3.js,276
百鬼夜行抄,beyond_twilight,百鬼夜行抄,Beyond Twilight,"Ima, Ichiko",1995,ongoing,shojo,src/data/coreDB_extra3.js,277
봉촌각시,bongchon_bride,봉촌각시,Bongchon Bride,"Sohn, Gaepi",2019,completed,web,src/data/coreDB_extra3.js,278
百日の薔薇,maiden_rose,百日の薔薇,Maiden Rose,"Inariya, Fusanosuke",2004,ongoing,seinen,src/data/coreDB_extra3.js,279
峠鬼,touge_oni_primal_gods_in_ancient_times,峠鬼,Touge Oni: Primal Gods in Ancient Times,"Tsurubuchi, Kenji",2018,ongoing,seinen,src/data/coreDB_extra3.js,284
ハイキュ特別番外編祭り再び,haikyu_special_one_shot_a_party_reignited,ハイキュー!! 特別番外編 祭り再び,Haikyu!! Special One-shot: A Party Reignited,"Furudate, Haruichi",2022,completed,shonen,src/data/coreDB_extra3.js,292
セラピゲムリスタト,therapy_game_restart,セラピーゲーム リスタート,Therapy Game Restart,"Hinohara, Meguru",2019,ongoing,seinen,src/data/coreDB_extra3.js,295
今泉ん家はどうやらギャルの溜まり場になってるらしい,imaizumi_brings_all_the_gyarus_to_his_house,今泉ん家はどうやらギャルの溜まり場になってるらしい,Imaizumi Brings All the Gyarus to His House,"Nori, Gorou",2019,ongoing,seinen,src/data/coreDB_extra3.js,298
リコリスリコイル,lycoris_recoil,リコリス・リコイル,Lycoris Recoil,"Bizen, Yasunori",2022,ongoing,seinen,src/data/coreDB_extra3.js,301
시맨틱에러,semantic_error,시맨틱 에러,Semantic Error,J. Soori/Angy,2020,ongoing,web,src/data/coreDB_extra3.js,302
ぬこづけ,nukozuke,ぬこづけ！,Nukozuke!,"Yugi, Iro",2012,ongoing,shojo,src/data/coreDB_extra3.js,304
恋する暴君,the_tyrant_falls_in_love,恋する暴君,The Tyrant Falls In Love,"Takanaga, Hinako",2004,ongoing,seinen,src/data/coreDB_extra3.js,307
こっちむいてみい子,kocchi_muite_miiko,こっちむいて!みい子,Kocchi Muite! Miiko,"Ono, Eriko",1995,ongoing,shojo,src/data/coreDB_extra3.js,313
放課後少年花子くん,after_school_hanako_kun,放課後少年花子くん,After-School Hanako-kun,"Aida, Iro",2018,ongoing,seinen,src/data/coreDB_extra3.js,330
ディふらぐ,d_frag,ディーふらぐ！,D-Frag!,"Haruno, Tomoya",2008,ongoing,seinen,src/data/coreDB_extra3.js,331
