priority,title_key,match_count,id,title_ja,title_en,author,year,volumes,status,demographic,source_file,source_index
high,スイトホム,2,sweet_home_extra,スイートホーム,Sweet Home,Kim Carnby/Hwang Young-chan,2017,0,completed,web,src/data/coreDB_extra.js,152
high,スイトホム,2,sweet_home,スイートホーム,Sweet Home,Kim Carnby/Hwang Young-chan,2017,0,completed,web,src/data/coreDB.js,192
high,女神降臨,2,true_beauty_extra,女神降臨,True Beauty,Yaongyi,2018,0,ongoing,web,src/data/coreDB_extra.js,148
high,女神降臨,2,true_beauty,女神降臨,True Beauty,Yaongyi,2018,0,ongoing,web,src/data/coreDB.js,195
high,アサダラ,2,asadora_extra,アサダラ!,ASADORA!,浦沢直樹,2018,9,ongoing,seinen,src/data/coreDB_extra.js,129
high,アサダラ,2,asadora,アサダラ!,ASADORA!,浦沢直樹,2018,9,ongoing,seinen,src/data/coreDB.js,197
high,天地明察,2,tenchi_meisatsu,天地明察,Tenchi Meisatsu,冲方丁/槙えびし,2010,9,completed,seinen,src/data/coreDB_extra.js,85
high,天地明察,2,tenchi_yureru,天地明察,Tenchi Meisatsu,冲方丁/槙えびし,2010,9,completed,seinen,src/data/coreDB.js,203
high,ウマ娘プリティダビスタブロッサム,2,uma_musume_pretty_derby_star_blossom,ウマ娘 プリティーダービー スターブロッサム,Uma Musume: Pretty Derby - Star Blossom,"Hotani, Shin",2023,0,ongoing,seinen,src/data/coreDB_extra2.js,374
high,ウマ娘プリティダビスタブロッサム,2,uma_musume_pretty_derby_star_blossom_x,ウマ娘 プリティーダービー スターブロッサム,Uma Musume: Pretty Derby - Star Blossom,"Hotani, Shin",2023,0,ongoing,seinen,src/data/coreDB_extra2.js,375
high,ラブバレット,2,love_bullet,ラブ・バレット,Love Bullet,inee,2023,0,ongoing,seinen,src/data/coreDB_extra2.js,514
high,ラブバレット,2,love_bullet_x,ラブ・バレット,Love Bullet,inee,2023,0,ongoing,seinen,src/data/coreDB_extra2.js,515
high,킬러가사랑에빠졌을때,2,killer_crush,킬러가 사랑에 빠졌을 때,Killer Crush,Eresemo,2021,5,completed,web,src/data/coreDB_extra2.js,535
high,킬러가사랑에빠졌을때,2,killer_crush_x,킬러가 사랑에 빠졌을 때,Killer Crush,Eresemo,2021,5,completed,web,src/data/coreDB_extra2.js,536
high,엔딩후서브남을주웠다,2,happily_ever_afterwards,엔딩 후 서브남을 주웠다,Happily Ever Afterwards,"Jeongseo/Hwang, Dotol",2020,0,completed,web,src/data/coreDB_extra3.js,217
high,엔딩후서브남을주웠다,2,happily_ever_afterwards_x,엔딩 후 서브남을 주웠다,Happily Ever Afterwards,"Jeongseo/Hwang, Dotol",2020,0,completed,web,src/data/coreDB_extra3.js,218
medium,外見至上主義,3,lookism_extra,外見至上主義,Lookism,Park Tae-joon,2014,0,ongoing,web,src/data/coreDB_extra.js,150
medium,外見至上主義,3,lookism,外見至上主義,Lookism,Park Tae-joon,2014,0,ongoing,web,src/data/coreDB.js,191
medium,外見至上主義,3,questism,外見至上主義,Quest Supremacy,박성덕,2020,0,ongoing,web,src/data/coreDB.js,194
